종목코드,종목명,시장구분,소속부,소속부,업종코드,업종명,결산월,지정자문인,상장주식수,액면가,자본금,통화구분,대표이사,대표전화,주소
"260870","시그넷이브이","KONEX","일반기업부",,"032801","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","12","IBK증권","5584551","500","2792275500","원(KRW)","-","031-994-6115","전라남도 영광군 대마면 전기차로 49 "
"048870","시너지이노베이션","KOSDAQ","중견기업부",,"032701","의료용 기기 제조업","12",,"80363168","500","40181584000","원(KRW)","구자형, 천경민","02-2191-0716","경기도 성남시 중원구 사기막골로 52 5층(상대원동, 선텍시티2)"
"025320","시노펙스","KOSDAQ","중견기업부",,"032602","전자부품 제조업","12",,"73242958","500","37054535500","원(KRW)","손경익","031-379-7777","경상북도 포항시 북구 청하면 동해대로2315번길 54-2 -"
"134790","시디즈","KOSPI",,,"033201","가구 제조업","12",,"2000000","500","1000000000","원(KRW)","대표이사 이상배","02-3400-6339","경기도 평택시 세교산단로 67-20 (주)시디즈"
"269620","시스웍","KOSDAQ","벤처기업부",,"032702","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","12",,"108574906","100","10857490600","원(KRW)","전상현","042-932-4850","대전광역시 유성구 테크노7로 32-13(용산동) "
"131090","시큐브","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"42000000","100","4200000000","원(KRW)","이규호","02-6261-9300","서울특별시 구로구  디지털로26길 111 JnK디지털타워 801,802,803호"
"232830","시큐센","KONEX","일반기업부",,"105802","소프트웨어 개발 및 공급업","12","신한투자","9509032","500","4754516000","원(KRW)","대표이사 이정주","02-3497-6980","서울특별시 영등포구 가마산로 343대림동, 콤텍빌딩 "
"139050","시티랩스","KOSDAQ","투자주의환기종목(소속부없음)",,"106201","컴퓨터 프로그래밍, 시스템 통합 및 관리업","12",,"106098527","500","53049263500","원(KRW)","조영중","031-470-4803","경기도 안양시 만안구 예술공원로 153-323층(석수동 825-1 3층) "
"016590","신대양제지","KOSPI",,,"031702","골판지, 종이 상자 및 종이용기 제조업","12",,"4029782","5000","20148910000","원(KRW)","권혁홍, 이상천(각자 대표이사)","031-494-7911","경기도 안산시 단원구 별망로 129 -"
"290520","신도기연","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"8061280","500","4030640000","원(KRW)","박웅기",,"경기도 시흥시 마유로238번길 21 "
"029530","신도리코","KOSPI",,,"032603","컴퓨터 및 주변장치 제조업","12",,"10080029","5000","50400145000","원(KRW)","박동안","02-460-1114","서울특별시 성동구  성수이로24길 3 (주)신도리코"
"004970","신라교역","KOSPI",,,"010301","어로 어업","12",,"16000000","500","8000000000","원(KRW)","김호운","02-3434-9900","서울특별시 송파구 백제고분로 362 신리빌딩"
"001000","신라섬유","KOSDAQ","중견기업부",,"074703","가전제품 및 정보통신장비 소매업","12",,"24277540","100","2427754000","원(KRW)","박재흥","053-960-1117","대구 동구 각산동 291-1 "
"025870","신라에스지","KOSDAQ","중견기업부",,"074603","음·식료품 및 담배 도매업","12",,"4000000","500","2000000000","원(KRW)","권기서","02-416-0771","서울특별시 송파구  백제고분로 362 (석촌동) "
"215600","신라젠","KOSDAQ","관리종목(소속부없음)",,"137001","자연과학 및 공학 연구개발업","12",,"102867125","500","51433562500","원(KRW)","장동택","02-368-2600","서울특별시 중구 소공로 109 9층(소공동, 한화빌딩)"
"065350","신성델타테크","KOSDAQ","우량기업부",,"032805","가정용 기기 제조업","12",,"27483948","500","13741974000","원(KRW)","구 자 천, 문 준 명","055-260-1000","경상남도 창원시 성산구  공단로271번길 39 신성델타테크(주) "
"011930","신성이엔지","KOSPI",,,"032601","반도체 제조업","12",,"205165949","500","102692974500","원(KRW)","이지선, 안윤수","031-788-9500","경기도 성남시 분당구  대왕판교로395번길 8 (백현동 404-1) 신성솔라에너지"
"005390","신성통상","KOSPI",,,"074607","기타 전문 도매업","06",,"143708390","500","71854195000","원(KRW)","대표이사 염태순","02-3709-9000","서울특별시 강동구 풍성로63길 84(둔촌동) "
"004170","신세계","KOSPI",,,"074701","종합 소매업","12",,"9845181","5000","49225905000","원(KRW)","차정호","02-727-1234","서울특별시 중구  소공로 63 (충무로1가) 신세계백화점건물 (주)신세계"
"035510","신세계 I&C","KOSPI",,,"106201","컴퓨터 프로그래밍, 시스템 통합 및 관리업","12",,"1720000","5000","8600000000","원(KRW)","손정현","02-3397-1234","서울특별시 중구 남대문시장10길 2 21층(회현동1가, 메사빌딩)"
"034300","신세계건설","KOSPI",,,"064101","건물 건설업","12",,"4000000","5000","20000000000","원(KRW)","윤명규","02-3406-6620","서울특별시 중구 소월로 10 21,22,24,25층(남대문로5가, 단암빌딩)"
"031430","신세계인터내셔날","KOSPI",,,"074704","섬유, 의복, 신발 및 가죽제품 소매업","12",,"7140000","5000","35700000000","원(KRW)","장재영, 이길한, 손문국 (각자대표)","02-6979-1234","서울특별시 강남구 도산대로 449 -"
"031440","신세계푸드","KOSPI",,,"095601","음식점업","12",,"3872480","5000","19362400000","원(KRW)","송현석","02-3397-6000","서울특별시 성동구 성수일로 56 성수동BY센터 4-7층(성수동2가, 백영 성수빌딩)"
"006880","신송홀딩스","KOSPI",,,"074602","산업용 농·축산물 및 동·식물 도매업","12",,"11828858","500","5914429000","원(KRW)","조갑주","027801400","서울특별시 영등포구 여의나루로 53-1 "
"002800","신신제약","KOSDAQ","중견기업부",,"032102","의약품 제조업","12",,"15170500","500","7585250000","원(KRW)","이병기","02-2030-1700","세종특별자치시  소정면 소정산단동로 9 - "
"323280","신영스팩5호","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"3505000","100","350500000","원(KRW)","손길현","02-2004-9452","서울특별시 영등포구 국제금융로8길 16, 5층(여의도동, 신영증권빌딩) &nbsp"
"344050","신영스팩6호","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"4305000","100","430500000","원(KRW)","송동현","02-2004-9452","서울특별시 영등포구 국제금융로8길 16, 5층(여의도동, 신영증권빌딩) "
"005800","신영와코루","KOSPI",,,"031401","봉제의복 제조업","12",,"900000","5000","4500000000","원(KRW)","이의평, 이성원","02-818-5114","서울특별시 금천구  가산디지털1로 104 (주)신영와코루"
"001720","신영증권","KOSPI",,,"116601","금융 지원 서비스업","03",,"9386237","5000","82200000000","원(KRW)","원종석, 황성엽","02-2004-9000","서울특별시 영등포구 국제금융로8길 16 (여의도동, 신영증권빌딩)"
"009270","신원","KOSPI",,,"031401","봉제의복 제조업","12",,"95568813","500","47829776500","원(KRW)","박정주","02-3274-5000","서울특별시 마포구  독막로 328 신원빌딩"
"017000","신원종합개발","KOSDAQ","우량기업부",,"064101","건물 건설업","12",,"11668027","5000","60989616000","원(KRW)","우진호","02-6908-7000","경기도 화성시  봉담읍 와우안길 109 103-213 "
"002700","신일전자","KOSPI",,,"074605","기계장비 및 관련 물품 도매업","12",,"71047521","500","35523760500","원(KRW)","정윤석","02-2081-3420","충청남도 천안시 서북구 입장면 연곡길 308 -"
"012790","신일제약","KOSDAQ","우량기업부",,"032102","의약품 제조업","12",,"11217186","500","5608593000","원(KRW)","홍재현","02-2211-6700","충북 충주시 앙성면 본평리 산 5-1 "
"138070","신진에스엠","KOSDAQ","중견기업부",,"032509","기타 금속 가공제품 제조업","12",,"8972183","500","4486091500","원(KRW)","김은식, 김은주(각자대표)","031-369-7400","전라북도 장수군  장계면 장무로 352-73 (주)신진에스엠장수공장 "
"226330","신테카바이오","KOSDAQ","기술성장기업부","기술성장기업","105802","소프트웨어 개발 및 공급업","12",,"13500016","500","6750008000","원(KRW)","정종선","070-7663-0958","대전광역시 유성구 테크노2로 187 비동 512호(용산동, 미건테크노월드 2차)"
"019170","신풍제약","KOSPI",,,"032102","의약품 제조업","12",,"52984990","500","27592495000","원(KRW)","유 제 만","031-491-6191","경기도 안산시 단원구 원시로 7 "
"002870","신풍제지","KOSPI",,,"031701","펄프, 종이 및 판지 제조업","12",,"34958700","500","17479350000","원(KRW)","정학헌","02-2156-7521","서울특별시 강남구 압구정로 104 보암빌딩 501호"
"404990","신한서부티엔디리츠","KOSPI",,,"126801","부동산 임대 및 공급업","12",,"55955884","1000","55955884000","원(KRW)","승만호","02-2158-7400","서울특별시 종로구 종로 33 (청진동, 그랑서울) 1동 18층 "
"293940","신한알파리츠","KOSPI",,,"126801","부동산 임대 및 공급업","03",,"52330123","1000","52330123000","원(KRW)","이준구","02-2158-7400","서울특별시 종로구 종로 33 그랑서울, 18층 "
"333050","신한제6호스팩","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"5010000","100","501000000","원(KRW)","원종상","02-3772-2085","서울특별시 영등포구 여의대로 70 &nbsp"
"366330","신한제7호스팩","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"4550000","100","455000000","원(KRW)","김병훈","02-3772-3632","서울특별시 영등포구 여의대로 70 신한금융투자타워 4F "
"393360","신한제8호스팩","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"7350000","100","735000000","원(KRW)","김종환","02-3772-3632","서울특별시 영등포구 여의대로 70 신한금융투자 4층 "
"055550","신한지주","KOSPI",,,"116409","기타 금융업","12",,"516599554","5000","2608176060000","원(KRW)","조용병","02-6360-3000","서울특별시 중구 세종대로9길 20 태평로2가"
"056700","신화인터텍","KOSDAQ","벤처기업부",,"032202","플라스틱제품 제조업","12",,"29135091","500","14567545500","원(KRW)","김학태","041-590-3300","충남 천안시 동남구 병천면 매봉로 308 "
"187270","신화콘텍","KOSDAQ","벤처기업부",,"032801","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","12",,"10143845","500","5071922500","원(KRW)","이정진","031-432-1527","경기도 안양시 만안구 일직로94번길 3 (석수동)"
"004080","신흥","KOSPI",,,"074605","기계장비 및 관련 물품 도매업","12",,"9500000","500","6733070000","원(KRW)","이용익","02-6366-2000","서울특별시 중구 청파로 450  (중림동) 신흥빌딩 8층 재경팀"
"243840","신흥에스이씨","KOSDAQ","우량기업부",,"032802","일차전지 및 축전지 제조업","12",,"7763229","2500","19408072500","원(KRW)","황만용","031-378-8141","경기도 오산시 양산로 48 &nbsp"
"257720","실리콘투","KOSDAQ","중견기업부",,"074608","상품 종합 도매업","12",,"10024764","500","5012382000","원(KRW)","김성운","0317893850","경기도 성남시 분당구 판교역로 231, 에스동 907호 "
"222800","심텍","KOSDAQ","우량기업부",,"032602","전자부품 제조업","12",,"31854143","500","15927071500","원(KRW)","최시돈, 김영구(각자 대표이사)","043-269-9000","충청북도 청주시 흥덕구 산단로 73 &nbsp"
"036710","심텍홀딩스","KOSDAQ","우량기업부",,"032604","통신 및 방송 장비 제조업","12",,"40663579","500","20331789500","원(KRW)","박광준","043-909-8000","충청북도 청주시 흥덕구 산단로 73 "
"160980","싸이맥스","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"10924243","500","5462121500","원(KRW)","정혜승","070-7732-5300","경기도 화성시 동탄면 동탄산단2길 47 (주)싸이맥스 "
"356890","싸이버원","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"4740630","500","2370315000","원(KRW)","육동현","02-3475-4900","서울특별시 서초구 효령로 39 "
"217330","싸이토젠","KOSDAQ","기술성장기업부","기술성장기업","137001","자연과학 및 공학 연구개발업","12",,"5911386","500","2955693000","원(KRW)","전병희","02-6925-1070","서울특별시 송파구 법원로 128 문정에스케이브이원지엘메트로시티 8층"
"102280","쌍방울","KOSPI",,,"031401","봉제의복 제조업","12",,"262592129","500","131296064500","원(KRW)","김세호","02-3485-6000","서울특별시 중구 퇴계로 390 - "
"003410","쌍용C&E","KOSPI",,,"032303","시멘트, 석회, 플라스터 및 그 제품 제조업","12",,"503859595","100","50385959500","원(KRW)","홍사승, 이현준 (각자)대표집행임원","02-2270-5114","서울특별시 중구 수표로 34 씨티센터타워 7~9층"
"010280","쌍용정보통신","KOSDAQ","중견기업부",,"106201","컴퓨터 프로그래밍, 시스템 통합 및 관리업","12",,"63964034","500","31982017000","원(KRW)","박진국","02-2262-8114","서울특별시 중구 수표로 34 씨티센터타워 5층"
"003620","쌍용차","KOSPI",,,"033001","자동차용 엔진 및 자동차 제조업","12",,"149840002","5000","749200010000","원(KRW)","예병태","031-610-1114","경기도 평택시  동삭로 455-12 "
"004770","써니전자","KOSPI",,,"032602","전자부품 제조업","12",,"34845011","500","18372505500","원(KRW)","차상권","043-853-1760","충청북도 충주시  목행산단2로 59 "
"217320","썬테크","KONEX","일반기업부",,"032801","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","12","신영증권","1050000","500","525000000","원(KRW)","이선휴","061-721-2222","전라남도 순천시 해룡면 율촌산단4로 101 "
"208640","썸에이지","KOSDAQ","관리종목(소속부없음)",,"105802","소프트웨어 개발 및 공급업","12",,"136665762","100","13666576200","원(KRW)","박홍서","031-714-1381","경기도 성남시 분당구 황새울로 246 B동 6층(수내동, 도담빌딩) "
"222420","쎄노텍","KOSDAQ","중견기업부",,"032309","기타 비금속 광물제품 제조업","12",,"40158175","100","4015817500","원(KRW)","이승호, 허명구 (각자)","055-584-9183","경상남도 함안군 가야읍 함마대로 1256-40 사내리 1257, 1256"
"037760","쎄니트","KOSDAQ","우량기업부",,"032401","1차 철강 제조업","12",,"33832921","500","16916460500","원(KRW)","최재관, 박승배(각자대표)","02-598-1250","경상남도 의령군  의령읍 구룡로4남길 53 "
"099320","쎄트렉아이","KOSDAQ","우량기업부",,"033103","항공기,우주선 및 부품 제조업","12",,"9085607","500","4542803500","원(KRW)","김이을","042-365-7500","대전광역시 유성구  유성대로1628번길 21 (주)쎄트렉아이 "
"015540","쎌마테라퓨틱스","KOSPI",,,"147509","기타 사업지원 서비스업","12",,"24553927","500","12276963500","원(KRW)","윤병학, 윤종기(각자대표)","02-566-3285","서울특별시 강남구 봉은사로26길 22-12 (B동, 역삼동)"
"049960","쎌바이오텍","KOSDAQ","중견기업부",,"032101","기초 의약물질 및 생물학적 제제 제조업","12",,"9400000","500","4700000000","원(KRW)","정명준","031-987-6205-7","경기 김포시 월곶면 개곡리 134 "
"050890","쏠리드","KOSDAQ","중견기업부",,"032604","통신 및 방송 장비 제조업","12",,"61221640","500","30610820000","원(KRW)","정준, 이승희 (각자대표이사)","031-627-6000","경기도 성남시 분당구 판교역로 220 쏠리드스페이스 "
"066790","씨씨에스","KOSDAQ","투자주의환기종목(소속부없음)",,"106002","텔레비전 방송업","12",,"56005065","500","28002532500","원(KRW)","김형준","043-850-7104","충북 충주시 용산동 35 "
"222080","씨아이에스","KOSDAQ","중견기업부",,"032902","특수 목적용 기계 제조업","12",,"61437486","100","6143748600","원(KRW)","김수하","053-593-1552","대구광역시 동구 팔공로47길 37 -"
"004920","씨아이테크","KOSPI",,,"033309","그외 기타 제품 제조업","12",,"39951719","500","19975859500","원(KRW)","김대영","02-410-9606","서울특별시 송파구 양재대로 932 가락몰 업무동 11층 동관"
"236030","씨알푸드","KONEX","일반기업부",,"031006","곡물가공품, 전분 및 전분제품 제조업","12","NH투자증권","1980000","500","990000000","원(KRW)","이상범","043-645-4100","충청북도 제천시 바이오밸리1로 85 "
"103660","씨앗","KONEX","일반기업부",,"032004","기타 화학제품 제조업","12","대신증권","6017471","500","3008735500","원(KRW)","김환기","062-940-7200","광주광역시 광산구 평동산단로169번길 40(월전동) "
"352480","씨앤씨인터내셔널","KOSDAQ","벤처기업부",,"032004","기타 화학제품 제조업","12",,"10013941","100","1001394100","원(KRW)","배은철","031-8006-1600","경기도 화성시 삼성1로5길 39 "
"245450","씨앤에스링크","KONEX","일반기업부",,"032604","통신 및 방송 장비 제조업","12","하이증권","1579960","500","789980000","원(KRW)","안상태","070-8786-6458","경기도 성남시 중원구 갈마치로288번길 1412층 1206호(상대원동, 성남에스케이브이1타워) "
"264660","씨앤지하이테크","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"8405480","500","4202740000","원(KRW)","홍사문","031-659-9803","경기도 안성시 원곡면 승량길 162 &nbsp"
"352700","씨앤투스성진","KOSDAQ","기술성장기업부","이익미실현기업","031309","기타 섬유제품 제조업","12",,"28276899","500","14336649500","원(KRW)","하춘욱","02-585-5915","부산광역시 강서구 녹산산업중로192번길 24 "
"297090","씨에스베어링","KOSDAQ","우량기업부",,"032901","일반 목적용 기계 제조업","12",,"9580400","500","4790200000","원(KRW)","방성훈","055-589-9100","경상남도 함안군 칠서면 공단동길 37 &nbsp"
"112610","씨에스윈드","KOSPI",,,"032501","구조용 금속제품, 탱크 및 증기발생기 제조업","12",,"42171403","500","21085701500","원(KRW)","김성권, 김승범","041-901-1800","충청남도 천안시 서북구 동서대로 129-12 백석대학빌딩"
"359090","씨엔알리서치","KOSDAQ","중견기업부",,"137309","그외 기타 전문, 과학 및 기술 서비스업","12",,"52998639","100","5299863900","원(KRW)","윤문태",,"서울특별시 강남구 역삼로 412 (대치동, 씨엔알빌딩)"
"286000","씨엔티드림","KONEX","일반기업부",,"032004","기타 화학제품 제조업","12","NH투자증권","4535340","500","2267670000","원(KRW)","안태우","0415208946","충청남도 천안시 서북구 백석공단7로 60 "
"115530","씨엔플러스","KOSDAQ","투자주의환기종목(소속부없음)",,"032602","전자부품 제조업","12",,"67963000","100","6796300000","원(KRW)","정상옥","032-813-0970","경기도 시흥시 시화벤처로 305 B동(정왕동)"
"225330","씨엠에스에듀","KOSDAQ","우량기업부",,"168505","일반 교습 학원","12",,"18634628","500","9476384000","원(KRW)","이충국","02-552-8500","서울특별시 강남구 테헤란로 521 파르나스타워 21층"
"115480","씨유메디칼","KOSDAQ","벤처기업부",,"032701","의료용 기기 제조업","12",,"45144525","500","22572262500","원(KRW)","김형수","033-747-7657","강원도 원주시  문막읍 동화공단로 130-1 "
"376290","씨유테크","KOSDAQ","중견기업부",,"032602","전자부품 제조업","12",,"17657500","500","8828750000","원(KRW)","백영현","031-686-8400","경기도 평택시 청북읍 현곡산단로93번길 6 "
"189330","씨이랩","KOSDAQ","기술성장기업부","기술성장기업","105802","소프트웨어 개발 및 공급업","12",,"6027284","500","3013642000","원(KRW)","이우영","02-2039-3147","서울특별시 강남구 언주로 617 3,4층 (논현동) "
"096530","씨젠","KOSDAQ","우량기업부",,"032103","의료용품 및 기타 의약 관련제품 제조업","12",,"52225994","500","26112997000","원(KRW)","천종윤","02-2240-4036","서울특별시 송파구 오금로 91(방이동) 7층 "
"900120","씨케이에이치","KOSDAQ","외국기업(소속부없음)",,"116409","기타 금융업","06",,"120449666","0.05","6022483","미국달러(USD)","린진성","86-1395-0486-047","P.O Box 31119 Grand Pavilion, Hibiscus Way, 802 West Bay Road, Grand Cayman, KYI - 1205 Cyaman Islands -"
"101240","씨큐브","KOSDAQ","벤처기업부",,"032001","기초 화학물질 제조업","12",,"10138184","500","5069092000","원(KRW)","장길완","043-531-2500","충청북도 진천군  진천읍 성중로 144 시큐브 "
"060590","씨티씨바이오","KOSDAQ","중견기업부",,"032102","의약품 제조업","12",,"23623540","500","11811770000","원(KRW)","이민구 (단독대표이사)","070-4033-0200","서울특별시 송파구 중대로 296 삼보빌딩 6층 "
"260930","씨티케이","KOSDAQ","우량기업부",,"032004","기타 화학제품 제조업","12",,"19341591","500","9670795500","원(KRW)","정인용","02-6283-7200","서울특별시 서초구 효령로 234 씨티케이코스메틱스"
"013990","아가방컴퍼니","KOSDAQ","중견기업부",,"074604","생활용품 도매업","12",,"32887536","500","16443768000","원(KRW)","신상국","02-527-1300","서울특별시 강남구 테헤란로 207 아가방빌딩 "
"123860","아나패스","KOSDAQ","벤처기업부",,"032601","반도체 제조업","12",,"11665624","500","5856019500","원(KRW)","이경호","02-6922-7400","서울특별시 구로구 디지털로31길 61 신세계아이앤씨빌딩 6층, 7층"
"025980","아난티","KOSDAQ","중견기업부",,"095501","일반 및 생활 숙박시설 운영업","12",,"85230863","100","8523086300","원(KRW)","이만규","02-6742-1500","충청북도 진천군  백곡면 배티로 818-105 "
"008700","아남전자","KOSPI",,,"032605","영상 및 음향기기 제조업","12",,"77124820","500","38562410000","원(KRW)","김태수","02-6424-4700","서울특별시 구로구 디지털로27가길 27아남빌딩 "
"050320","아래스","KOSDAQ","투자주의환기종목(소속부없음)",,"074605","기계장비 및 관련 물품 도매업","12",,"45661760","100","4566176000","원(KRW)","박래성","02-3443-5811","서울특별시 성동구 성수일로 10 1604호(성수동1가, 서울숲 ITCT)"
"058220","아리온","KOSDAQ","투자주의환기종목(소속부없음)",,"032604","통신 및 방송 장비 제조업","12",,"38974244","500","19487122000","원(KRW)","이정필","02-853-9108","경기도 안양시 동안구 부림로170번길 44 아트뷰빌딩 2층"
"125210","아모그린텍","KOSDAQ","기술성장기업부","기술성장기업","032602","전자부품 제조업","12",,"16496790","500","8248395000","원(KRW)","양성철","031-987-3383","경기도 김포시 통진읍 김포대로1950번길 91 "
"002790","아모레G","KOSPI",,,"032004","기타 화학제품 제조업","12",,"82458180","500","47997075000","원(KRW)","서경배, 김승환","02-6040-5114","서울특별시 용산구 한강대로 100 (한강로2가) "
"090430","아모레퍼시픽","KOSPI",,,"032004","기타 화학제품 제조업","12",,"58492759","500","34525294500","원(KRW)","서경배, 안세홍, 이동순","02-6040-5114","서울특별시 용산구 한강대로 100 (한강로2가) "
"357580","아모센스","KOSDAQ","기술성장기업부","기술성장기업","032602","전자부품 제조업","12",,"11200076","500","5614643000","원(KRW)","김인응","041-590-5700","충청남도 천안시 서북구 직산읍 모시리 308 천안 제4지방산업단지 19-1블럭"
"052710","아모텍","KOSDAQ","중견기업부",,"032602","전자부품 제조업","12",,"9743406","500","4871703000","원(KRW)","김병규, 정준환 (각자 대표이사)","(031)989-0506","인천 남동구 남촌동 617 남동공단 5블럭 1롯트 "
"074430","아미노로직스","KOSDAQ","벤처기업부",,"074607","기타 전문 도매업","12",,"87826844","100","8782684400","원(KRW)","오장석,오성석","02-761-4570","서울특별시 강남구 역삼로 151 삼오빌딩3층 301호 "
"092040","아미코젠","KOSDAQ","기술성장기업부","기술성장기업","031007","기타 식품 제조업","12",,"19751708","500","9875854000","원(KRW)","신용철","055-759-6161","경상남도 진주시 문산읍 월아산로950번길 14-10 아미코젠 문산 1공장 "
"083930","아바코","KOSDAQ","우량기업부",,"032902","특수 목적용 기계 제조업","12",,"15412798","500","7998252500","원(KRW)","김광현","053-583-8150","대구 달서구 월암동 1107번지 "
"149950","아바텍","KOSDAQ","우량기업부",,"032602","전자부품 제조업","12",,"15607500","500","8153750000","원(KRW)","박명섭","053-592-4060","대구광역시 달서구 달서대로 85길 100 "
"036010","아비코전자","KOSDAQ","우량기업부",,"032602","전자부품 제조업","12",,"13292934","500","6896467000","원(KRW)","김창수","031-730-5114","경기도 성남시 중원구  둔촌대로388번길 31 "
"002030","아세아","KOSPI",,,"137105","회사 본부 및 경영 컨설팅 서비스업","12",,"2191024","5000","10955120000","원(KRW)","고규환, 이훈범","02-527-6582","서울특별시 강남구  논현로 430 아세아타워빌딩 14층"
"183190","아세아시멘트","KOSPI",,,"032303","시멘트, 석회, 플라스터 및 그 제품 제조업","12",,"3895809","5000","19479045000","원(KRW)","임경태, 김웅종","02-527-6582","서울 강남구 역삼2동 726 아세아타워빌딩 14층 "
"002310","아세아제지","KOSPI",,,"031702","골판지, 종이 상자 및 종이용기 제조업","12",,"8956502","5000","44782510000","원(KRW)","유승환, 이현탁","02-527-6882","서울특별시 강남구  논현로 430 "
"050860","아세아텍","KOSDAQ","중견기업부",,"032902","특수 목적용 기계 제조업","06",,"22500000","500","11250000000","원(KRW)","김신길","053-580-7777","대구 달성군 유가면 금리 168"
"012170","아센디오","KOSPI",,,"105901","영화, 비디오물, 방송프로그램 제작 및 배급업","12",,"80509196","500","40254598000","원(KRW)","신동철, 강재현","02-1544-0332","서울특별시 강남구 언주로 729 8층(논현동, 마스터스빌딩)"
"136410","아셈스","KOSDAQ","벤처기업부",,"032202","플라스틱제품 제조업","12",,"11019106","500","5671183000","원(KRW)","장지상","051-713-3904","부산광역시 사하구 을숙도대로873번길 31 "
"246720","아스타","KOSDAQ","투자주의환기종목(소속부없음)",,"032103","의료용품 및 기타 의약 관련제품 제조업","12",,"12664779","500","6332389500","원(KRW)","조응준, 김양선 (각자대표이사)","031-888-9596","경기도 수원시 영통구 광교로 145, 11층(이의동, 차세대융합기술연구원 에이동) "
"067390","아스트","KOSDAQ","중견기업부",,"033103","항공기,우주선 및 부품 제조업","12",,"25695494","500","13099747000","원(KRW)","김희원","055-851-7000","경상남도 사천시 사남면 공단1로 23-65 &nbsp"
"159010","아스플로","KOSDAQ","벤처기업부",,"032901","일반 목적용 기계 제조업","12",,"4444913","500","2222456500","원(KRW)","강두홍","031-352-2301","경기도 화성시 정남면 정남산단로 38 "
"127710","아시아경제","KOSDAQ","중견기업부",,"106301","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","12",,"30206408","500","15103204000","원(KRW)","마영민","02-2200-2197","서울특별시 중구 충무로 29 아시아미디어타워 10층,11층 &nbsp"
"267850","아시아나IDT","KOSPI",,,"106201","컴퓨터 프로그래밍, 시스템 통합 및 관리업","12",,"11100000","500","5550000000","원(KRW)","서근식","02-6303-3040","서울특별시 종로구 우정국로 26 에이동 21층, 22층(표시층 23층, 25층)
(공평동, 센트로폴리스)"
"020560","아시아나항공","KOSPI",,,"085101","항공 여객 운송업","12",,"74411764","5000","372058820000","원(KRW)","정성권","02-2669-3114","서울특별시 강서구  오정로 443-83 "
"154030","아시아종묘","KOSDAQ","기술성장기업부","기술성장기업","010101","작물 재배업","09",,"10619969","500","5309984500","원(KRW)","류경오","02-449-9161","서울특별시 송파구 송파대로 167 B동 5층 513-1호 (문정동, 문정역 테라타워)"
"227610","아우딘퓨쳐스","KOSDAQ","중견기업부",,"032004","기타 화학제품 제조업","12",,"22178848","500","11089424000","원(KRW)","최영욱","02-571-2432","서울특별시 강남구 테헤란로 508 해성2빌딩 (대치동, 해성2빌딩 15층) "
"143160","아이디스","KOSDAQ","우량기업부",,"032604","통신 및 방송 장비 제조업","12",,"10716390","500","5358195000","원(KRW)","김영달","031-723-5097","대전 유성구 관평동 1301"
"054800","아이디스홀딩스","KOSDAQ","중견기업부",,"137106","기타 전문 서비스업","12",,"10347756","500","5173878000","원(KRW)","김영달","042-933-9677","대전 유성구 관평동 1301 "
"332370","아이디피","KOSDAQ","중견기업부",,"032603","컴퓨터 및 주변장치 제조업","12",,"6636863","500","3318431500","원(KRW)","노현철","02-6099-3700","서울특별시 구로구 디지털로33길 50, 601 "
"122900","아이마켓코리아","KOSPI",,,"074608","상품 종합 도매업","12",,"33428840","500","18166670000","원(KRW)","남인봉","02-3708-5678","서울특별시 강남구 삼성로 512 삼성동빌딩 16층"
"339950","아이비김영","KOSDAQ","중견기업부",,"168505","일반 교습 학원","12",,"44946655","100","4494665500","원(KRW)","김석철","070-4014-5137","서울특별시 서초구 강남대로 279 4,5층(서초동, 백향빌딩)"
"099190","아이센스","KOSDAQ","우량기업부",,"032701","의료용 기기 제조업","12",,"13737238","500","6868619000","원(KRW)","차근식, 남학현(각자 대표이사)","02-916-6191","서울특별시 서초구 반포대로28길 43 아이센스 빌딩"
"289010","아이스크림에듀","KOSDAQ","우량기업부",,"105801","서적, 잡지 및 기타 인쇄물 출판업","12",,"12864037","500","6432018500","원(KRW)","조용상, 박기석 (각자대표)","02-1544-0910","서울특별시 강남구 테헤란로88길 15 (대치동)"
"214430","아이쓰리시스템","KOSDAQ","우량기업부",,"032602","전자부품 제조업","12",,"7106760","500","3580660000","원(KRW)","정한","070-4162-0781","대전광역시 유성구 테크노5로 69 "
